mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	1/4	1/4	2/2	1	1	1/4		1/4	1		5	59		0
1	1	1/2	1/2	2/2	1	1	1/4		1/4	1		7	61		1
1	1	1/2	1/2	2/2	1	1	1/4		1/4	1		4	64		1
1	1	3/4	3/4	2/2	1	1	1/4		1/4	1		0	60		2
1	1	3/4	3/4	2/2	1	1	1/4		1/4	1		6	66		2
2	2	0	0	2/2	2	1	1/4		1/4	1		4	40		12
2	2	0	0	2/2	2	1	1/4		1/4	1		5	47		12
2	2	0	0	2/2	1	2	1		1	1		5	59		11
2	2	0	0	2/2	1	1	3/16		1/8	3/2		1	67		3
2	2	3/16	3/16	2/2	1	1	1/16		1/16	1		-2	70		4
2	2	1/4	1/4	2/2	2	1	1/4		1/4	1		8	56		13
2	2	1/4	1/4	2/2	2	1	1/4		1/4	1		7	61		13
2	2	1/4	1/4	2/2	2	1	1/4		1/4	1		2	62		13
2	2	1/4	1/4	2/2	1	1	3/16		1/8	3/2		4	64		5
2	2	7/16	7/16	2/2	1	1	1/16		1/16	1		6	66		6
2	2	1/2	1/2	2/2	2	1	1/4		1/4	1		4	40		14
2	2	1/2	1/2	2/2	2	1	1/4		1/4	1		5	47		14
2	2	1/2	1/2	2/2	1	1	3/16		1/8	3/2		1	67		7
2	2	11/16	11/16	2/2	1	1	1/16		1/16	1		-2	70		8
2	2	3/4	3/4	2/2	2	1	1/4		1/4	1		8	56		15
2	2	3/4	3/4	2/2	2	1	1/4		1/4	1		7	61		15
2	2	3/4	3/4	2/2	2	1	1/4		1/4	1		2	62		15
2	2	3/4	3/4	2/2	1	1	3/16		1/8	3/2		4	64		9
2	2	15/16	15/16	2/2	1	1	1/16		1/16	1		6	66		10
3	3	0	0	2/2	2	1	1/4		1/4	1		-5	37		27
3	3	0	0	2/2	2	1	1/4		1/4	1		-4	44		27
3	3	0	0	2/2	2	1	1/4		1/4	1		-1	53		27
3	3	0	0	2/2	1	2	3/16		1/8	3/2		0	60		19
3	3	0	0	2/2	1	1	3/4		1/2	3/2		1	67		16
3	3	3/16	3/16	2/2	1	2	1/16		1/16	1		0	60		20
3	3	1/4	1/4	2/2	2	1	1/4		1/4	1		-4	56		28
3	3	1/4	1/4	2/2	2	1	1/4		1/4	1		-2	58		28
3	3	1/4	1/4	2/2	1	2	1/12		1/8	2/3		0	60		21
3	3	1/3	1/3	2/2	1	2	1/12		1/8	2/3		0	60		22
3	3	5/12	5/12	2/2	1	2	1/12		1/8	2/3		-3	63		23
3	3	1/2	1/2	2/2	2	1	1/4		1/4	1		-5	37		29
3	3	1/2	1/2	2/2	2	1	1/4		1/4	1		-4	44		29
3	3	1/2	1/2	2/2	2	1	1/4		1/4	1		-1	53		29
3	3	1/2	1/2	2/2	1	2	3/16		1/8	3/2		0	60		24
3	3	11/16	11/16	2/2	1	2	1/16		1/16	1		5	59		25
3	3	3/4	3/4	2/2	2	1	1/4		1/4	1		-4	56		30
3	3	3/4	3/4	2/2	2	1	1/4		1/4	1		-2	58		30
3	3	3/4	3/4	2/2	1	2	1/4		1/4	1		0	60		26
3	3	3/4	3/4	2/2	1	1	3/16		1/8	3/2		4	64		17
3	3	15/16	15/16	2/2	1	1	1/16		1/16	1		6	66		18
4	4	0	0	2/2	2	1	1/4		1/4	1		4	40		41
4	4	0	0	2/2	2	1	1/4		1/4	1		5	47		41
4	4	0	0	2/2	1	2	1/2		1/2	1		5	59		40
4	4	0	0	2/2	1	1	3/16		1/8	3/2		1	67		31
4	4	3/16	3/16	2/2	1	1	1/16		1/16	1		-2	70		32
4	4	1/4	1/4	2/2	2	1	1/4		1/4	1		8	56		42
4	4	1/4	1/4	2/2	2	1	1/4		1/4	1		7	61		42
4	4	1/4	1/4	2/2	2	1	1/4		1/4	1		2	62		42
4	4	1/4	1/4	2/2	1	1	3/16		1/8	3/2		4	64		33
4	4	7/16	7/16	2/2	1	1	1/16		1/16	1		6	66		34
4	4	1/2	1/2	2/2	2	1	1/4		1/4	1		4	40		43
4	4	1/2	1/2	2/2	2	1	1/4		1/4	1		5	47		43
4	4	1/2	1/2	2/2	2	1	1/4		1/4	1		1	55		43
4	4	1/2	1/2	2/2	1	1	1/12		1/8	2/3		1	67		35
4	4	7/12	7/12	2/2	1	1	1/12		1/8	2/3		10	70		36
4	4	2/3	2/3	2/2	1	1	1/12		1/8	2/3		5	71		37
4	4	3/4	3/4	2/2	2	1	1/4		1/4	1		1	55		44
4	4	3/4	3/4	2/2	2	1	1/4		1/4	1		7	61		44
4	4	3/4	3/4	2/2	2	1	1/4		1/4	1		2	62		44
4	4	3/4	3/4	2/2	1	1	3/16		1/8	3/2		2	74		38
4	4	3/4	3/4	2/2	1	1	3/16		1/8	3/2		4	76		38
4	4	15/16	15/16	2/2	1	1	1/16		1/16	1		7	73		39
4	4	15/16	15/16	2/2	1	1	1/16		1/16	1		6	78		39
5	5	0	0	2/2	2	1	1/4		1/4	1		-5	37		51
5	5	0	0	2/2	2	1	1/4		1/4	1		-4	44		51
5	5	0	0	2/2	2	1	1/4		1/4	1		-1	53		51
5	5	0	0	2/2	1	1	3/16		1/8	3/2		0	72		45
5	5	0	0	2/2	1	1	3/16		1/8	3/2		1	79		45
5	5	3/16	3/16	2/2	1	1	1/16		1/16	1		5	71		46
5	5	3/16	3/16	2/2	1	1	1/16		1/16	1		10	82		46
5	5	1/4	1/4	2/2	2	1	1/4		1/4	1		-4	56		52
5	5	1/4	1/4	2/2	2	1	1/4		1/4	1		-2	58		52
5	5	1/4	1/4	2/2	2	1	1/4		1/4	1		-3	63		52
5	5	1/4	1/4	2/2	2	1	1/4		1/4	1		-1	65		52
5	5	1/4	1/4	2/2	1	1	1/2		1/2	1		0	72		47
5	5	1/4	1/4	2/2	1	1	1/2		1/2	1		1	79		47
