mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
28	28	1/2	1/2	2/2	2	1		V7(b13)/bII	e	i		V7(b13)/bII		V		7	b13	bII			Mm7	1	1	-4, 0, -3, -6	-8	-4	-4
29	29	0	0	2/2	2	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
29	29	1/2	1/2	2/2	2	1		V7/bI	e	i		V7/bI		V		7		bI			Mm7	1	1	-6, -2, -5, -8		-6	-6
30	30	0	0	2/2	2	1		I(13)/bI	e	i		I(13)/bI		I			13	bI			M	1	1	-7, -3, -6	-4	-7	-7
30	30	1/2	1/2	2/2	2	1		V7/V	e	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
31	31	0	0	2/2	2	1		V7(b13b9)	e	i		V7(b13b9)		V		7	b13b9				Mm7	1	1	1, 5, 2, -1	-10, -11	1	1
31	31	1/4	1/4	2/2	2	1		V7(139)/#VI	e	i		V7(139)/#VI		V		7	139	#VI			Mm7	1	1	4, 8, 5, 2	7, 6	4	4
31	31	3/8	3/8	2/2	2	1		V7(9)/V/VI	e	i		V7(9)/V/VI		V		7	9	V/VI			Mm7	1	1	-2, 2, -1, -4	0	-2	-2
31	31	3/4	3/4	2/2	2	1		V7(139)/VI	e	i		V7(139)/VI		V		7	139	VI			Mm7	1	1	-3, 1, -2, -5	0, -1	-3	-3
32	32	0	0	2/2	2	1		V7(b1096)	e	i		V7(b1096)		V		7	b1096				Mm7	1	1	1, 5, -3, -1	-2, -4	1	1
32	32	1/4	1/4	2/2	2	1		V7(139)/#VI	e	i		V7(139)/#VI		V		7	139	#VI			Mm7	1	1	4, 8, 5, 2	7, 6	4	4
32	32	3/8	3/8	2/2	2	1		V7(9)/V/VI	e	i		V7(9)/V/VI		V		7	9	V/VI			Mm7	1	1	-2, 2, -1, -4	0	-2	-2
32	32	3/4	3/4	2/2	2	1		V7(139)/VI	e	i		V7(139)/VI		V		7	139	VI			Mm7	1	1	-3, 1, -2, -5	0, -1	-3	-3
33	33	0	0	2/2	2	1		V7(9)/V/III	e	i		V7(9)/V/III		V		7	9	V/III			Mm7	1	1	-1, 3, 0, -3	1	-1	-1
33	33	3/8	3/8	2/2	2	1		V7/IV	e	i		V7/IV		V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
33	33	1/2	1/2	2/2	2	1		V7(9)/bI	e	i		V7(9)/bI		V		7	9	bI			Mm7	1	1	-6, -2, -5, -8	-4	-6	-6
33	33	5/8	5/8	2/2	2	1		V(4)	e	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
33	33	3/4	3/4	2/2	2	1		V7(b9)/bII	e	i		V7(b9)/bII		V		7	b9	bII			Mm7	1	1	-4, 0, -3, -6	-9	-4	-4
34	34	0	0	2/2	2	1		V7(13b10)/ii	e	i		V7(13b10)/ii		V		7	13b10	ii			Mm7	1	1	3, 7, 4, 1	-1, 0	3	3
35	35	0	0	2/2	2	1		I64(b106)}{	e	i		I64(b106)		I		64	b106			}{	M	1	1	-4, 0, 4	-3	0	-4
35	35	1/2	1/2	2/2	2	1		V43/#VI	e	i		V43/#VI		V		43		#VI			Mm7	1	1	5, 2, 4, 8		4	5
36	36	0	0	2/2	2	1		V7(139)/ii	e	i		V7(139)/ii		V		7	139	ii			Mm7	1	1	3, 7, 4, 1	-1, -2	3	3
36	36	1/2	1/2	2/2	2	1		V7(b13)/bII	e	i		V7(b13)/bII		V		7	b13	bII			Mm7	1	1	-4, 0, -3, -6	-8	-4	-4
37	37	0	0	2/2	2	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	37	1/2	1/2	2/2	2	1		V7/bI	e	i		V7/bI		V		7		bI			Mm7	1	1	-6, -2, -5, -8		-6	-6
38	38	0	0	2/2	2	1	1	V7(4)/VII	e	i		V7(4)/VII		V		7	4	VII			Mm7	1	1	-1, -2, 0, -3		-1	-1
38	38	1/2	1/2	2/2	2	1	1	V7(9)/#vi|HC}	e	i		V7(9)/#vi		V		7	9	#vi	HC	}	Mm7	1	1	4, 8, 5, 2	-1	4	4
39	76	0	0	2/2	2	1	2	V7(4)/VII	e	i		V7(4)/VII		V		7	4	VII			Mm7	1	1	-1, -2, 0, -3		-1	-1
39	76	1/2	1/2	2/2	2	2	2	Fr43/V	e	i		Fr43/V	Fr	V		43	b5	V/V			Fr	1	1	-3, 1, 3, 7		3	-3
39	76	3/4	3/4	2/2	2	1	2	V65/ii	e	i		V65/ii		V		65		ii			Mm7	1	1	7, 4, 1, 3		3	7
40	77	0	0	2/2	2	2		V7(13#11b9)/vi}	e	i		V7(13#11b9)/vi		V		7	13#11b9	vi		}	Mm7	1	1	-3, 1, -2, -5	-7, 3, -15	-3	-3
