mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
52	52	153	1.0	0	0	3/4	2	1		V7(6)/bII		A	I		V7(6)/bII		V		7	6	bII			Mm7	0	0	-4, 0, -1, -6		-4	-4
52	52	154	1.0	1/4	1/4	3/4	2	1		V7(#6)/ii		A	I		V7(#6)/ii		V		7	#6	ii			Mm7	0	0	3, 7, 4, 6		3	3
52	52	155	1.0	1/2	1/2	3/4	2	1		V7(6)/bIII		A	I		V7(6)/bIII		V		7	6	bIII			Mm7	0	0	-2, 2, 1, -4		-2	-2
53	53	156	3.0	0	0	3/4	2	1		ii7/bI|EC}{		A	I		ii7/bI		ii		7		bI	EC	}{	mm7	0	0	-5, -8, -4, -7		-5	-5
54	54	159	3.0	0	0	3/4	2	1		V7(119)/bI		A	I		V7(119)/bI		V		7	119	bI			Mm7	0	0	-6, -2, -5, -8	-7, -4	-6	-6
55	55	162	3.0	0	0	3/4	2	1		IM7/V		A	I		IM7/V		I	M	7		V			MM7	0	0	1, 5, 2, 6		1	1
56	56	165	3.0	0	0	3/4	2	1		V7(9)/vi		A	I		V7(9)/vi		V		7	9	vi			Mm7	0	0	4, 8, 5, 2	-1	4	4
57	57	168	3.0	0	0	3/4	2	1		V7(#5)/bIII		A	I		V7(#5)/bIII		V		7	#5	bIII			Mm7	0	0	-2, 2, 6, -4		-2	-2
58	58	171	3.0	0	0	3/4	2	1		V7(9)/bVI		A	I		V7(9)/bVI		V		7	9	bVI			Mm7	0	0	-3, 1, -2, -5	-1	-3	-3
59	59	174	3.0	0	0	3/4	2	1		IM7/III		A	I		IM7/III		I	M	7		III			MM7	0	0	4, 8, 5, 9		4	4
60	60	177	3.0	0	0	3/4	2	1		V7(139)/bV|HC}		A	I		V7(139)/bV		V		7	139	bV	HC	}	Mm7	0	0	-5, -1, -4, -7	-2, -3	-5	-5
61	61	180	3.0	0	0	3/4	2	1		V7/bI{		A	I		V7/bI		V		7		bI		{	Mm7	0	0	-6, -2, -5, -8		-6	-6
62	62	183	3.0	0	0	3/4	2	1		V7(b9)/bVI		A	I		V7(b9)/bVI		V		7	b9	bVI			Mm7	0	0	-3, 1, -2, -5	-8	-3	-3
63	63	186	3.0	0	0	3/4	2	1		ii%7/vi		A	I		ii%7/vi		ii	%	7		vi			%7	0	0	5, 2, -1, 3		5	5
64	64	189	3.0	0	0	3/4	2	1		V7(b9)/vi		A	I		V7(b9)/vi		V		7	b9	vi			Mm7	0	0	4, 8, 5, 2	-8	4	4
65	65	192	3.0	0	0	3/4	2	1		V7(13#11)/bVI		A	I		V7(13#11)/bVI		V		7	13#11	bVI			Mm7	0	0	-3, 1, -2, -5	0, 3	-3	-3
66	66	195	2.0	0	0	3/4	2	1		V7(9)/iii		A	I		V7(9)/iii		V		7	9	iii			Mm7	0	0	5, 9, 6, 3	0	5	5
66	66	197	1.0	1/2	1/2	3/4	2	1		V7(b9)/bIII		A	I		V7(b9)/bIII		V		7	b9	bIII			Mm7	0	0	-2, 2, -1, -4	-7	-2	-2
67	67	198	3.0	0	0	3/4	2	1		V7(#11)/bVI		A	I		V7(#11)/bVI		V		7	#11	bVI			Mm7	0	0	-3, 1, -2, -5	3	-3	-3
68	68			0	0	3/4	2	1	1	V7(9)/V		A	I		V7(9)/V		V		7	9	V			Mm7	0	0	2, 6, 3, 0	4	2	2
68	68			1/2	1/2	3/4	2	1	1	V7(96)/bV		A	I		V7(96)/bV		V		7	96	bV			Mm7	0	0	-5, -1, -2, -7	-3	-5	-5
69	68	201	2.0	0	0	3/4	2	1	2	V7(9)/V		A	I		V7(9)/V		V		7	9	V			Mm7	0	0	2, 6, 3, 0	4	2	2
69	68	203	2.0	1/2	1/2	3/4	2	1	2	V7(9)/bV		A	I		V7(9)/bV		V		7	9	bV			Mm7	0	0	-5, -1, -4, -7	-3	-5	-5
70	69	205	5.0	1/4	1/4	3/4	2	2	2	I7(9)}	V7(9)/IV}	A	I		I7(9)		I		7	9			}	Mm7	0	0	0, 4, 1, -2	2	0	0
