mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
9	9	34	2.0	1/2	1/2	2/2	2	1		V7(b10b9)/V|HC}	e	i		V7(b10b9)/V		V		7	b10b9	V	HC	}	Mm7	1	1	2, 6, 3, 0	-1, -3	2	2
10	10	36	4.0	0	0	2/2	2	1		i7(b11#13){	e	i		i7(b11#13)		i		7	b11#13			{	mm7	1	1	0, -3, 1, -2	-8, 3	0	0
11	11	40	4.0	0	0	2/2	2	1		i7(b11b12#13)	e	i		i7(b11b12#13)		i		7	b11b12#13				mm7	1	1	0, -3, 1, -2	-8, -6, 3	0	0
12	12	44	4.0	0	0	2/2	2	1		#VIM7(13119)	e	i		#VIM7(13119)		#VI	M	7	13119				MM7	1	1	3, 7, 4, 8	-1, 2, -2	3	3
13	13	48	4.0	0	0	2/2	2	1		i7(b11b12#13)	e	i		i7(b11b12#13)		i		7	b11b12#13				mm7	1	1	0, -3, 1, -2	-8, -6, 3	0	0
14	14	52	4.0	0	0	2/2	2	1		#VI+7(13119)	e	i		#VI+7(13119)		#VI	+	7	13119				+7	1	1	3, 7, 11, 1	-1, 2, -2	3	3
15	15	56	1.0	0	0	2/2	2	1		VIM7(9)	e	i		VIM7(9)		VI	M	7	9				MM7	1	1	-4, 0, -3, 1	-2	-4	-4
15	15	57	1.0	1/4	1/4	2/2	2	1		VM7(9)	e	i		VM7(9)		V	M	7	9				MM7	1	1	1, 5, 2, 6	-4	1	1
15	15	58	1.0	1/2	1/2	2/2	2	1		v(b9b12)	e	i		v(b9b12)		v			b9b12				m	1	1	1, -2, 2	-11, -5	1	1
15	15	59	1.0	3/4	3/4	2/2	2	1		i43	e	i		i43		i		43					mm7	1	1	1, -2, 0, -3		0	1
16	16	60	2.0	0	0	2/2	2	1		V7(b10)/IV	e	i		V7(b10)/IV		V		7	b10	IV			Mm7	1	1	0, 4, 1, -2	-3	0	0
16	16	62	2.0	1/2	1/2	2/2	2	1		V7(#9)/ii	e	i		V7(#9)/ii		V		7	#9	ii			Mm7	1	1	3, 7, 4, 1	5	3	3
17	17	64	1.0	0	0	2/2	2	1		V7(b10)/iv	e	i		V7(b10)/iv		V		7	b10	iv			Mm7	1	1	0, 4, 1, -2	-3	0	0
17	17	65	1.0	1/4	1/4	2/2	2	1		ii%7/iv	e	i		ii%7/iv		ii	%	7		iv			%7	1	1	1, -2, -5, -1		1	1
17	17	66	1.0	1/2	1/2	2/2	2	1		ii%65/bII	e	i		ii%65/bII		ii	%	65		bII			%7	1	1	-6, -9, -5, -3		-3	-6
17	17	67	1.0	3/4	3/4	2/2	2	1		V7(6)/#VI	e	i		V7(6)/#VI		V		7	6	#VI			Mm7	1	1	4, 8, 7, 2		4	4
18	18	68	0.5	0	0	2/2	2	1		V65/III	e	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
18	18	137/2	1.0	1/8	1/8	2/2	2	1		ii%7(11)/iv	e	i		ii%7(11)/iv		ii	%	7	11	iv			%7	1	1	1, -2, -5, -1	0	1	1
18	18	139/2	0.5	3/8	3/8	2/2	2	1		ii%7/VII	e	i		ii%7/VII		ii	%	7		VII			%7	1	1	0, -3, -6, -2		0	0
18	18	70	2.0	1/2	1/2	2/2	2	1		V7(b10b9)/V|HC}	e	i		V7(b10b9)/V		V		7	b10b9	V	HC	}	Mm7	1	1	2, 6, 3, 0	-1, -3	2	2
19	19	72	2.0	0	0	2/2	2	1		I(b106){	e	i		I(b106)		I			b106			{	M	1	1	0, 4, -4	-3	0	0
19	19	74	2.0	1/2	1/2	2/2	2	1		V43/#VI	e	i		V43/#VI		V		43		#VI			Mm7	1	1	5, 2, 4, 8		4	5
20	20	76	2.0	0	0	2/2	2	1		V7(139)/ii	e	i		V7(139)/ii		V		7	139	ii			Mm7	1	1	3, 7, 4, 1	-1, -2	3	3
20	20	78	2.0	1/2	1/2	2/2	2	1		V7(b13)/bII	e	i		V7(b13)/bII		V		7	b13	bII			Mm7	1	1	-4, 0, -3, -6	-8	-4	-4
21	21	80	2.0	0	0	2/2	2	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	21	82	2.0	1/2	1/2	2/2	2	1		V7/bI	e	i		V7/bI		V		7		bI			Mm7	1	1	-6, -2, -5, -8		-6	-6
22	22	84	2.0	0	0	2/2	2	1		I(13)/bI	e	i		I(13)/bI		I			13	bI			M	1	1	-7, -3, -6	-4	-7	-7
22	22	86	2.0	1/2	1/2	2/2	2	1		V7(13)	e	i		V7(13)		V		7	13				Mm7	1	1	1, 5, 2, -1	-3	1	1
23	23	88	2.0	0	0	2/2	2	1		I(139)/bV	e	i		I(139)/bV		I			139	bV			M	1	1	-6, -2, -5	-3, -4	-6	-6
23	23	90	2.0	1/2	1/2	2/2	2	1		V7/V/III	e	i		V7/V/III		V		7		V/III			Mm7	1	1	-1, 3, 0, -3		-1	-1
24	24	92	1.0	0	0	2/2	2	1		V/bV/III	e	i		V/bV/III		V				bV/III			M	1	1	-8, -4, -7		-8	-8
24	24	93	3.0	1/4	1/4	2/2	2	1		V7(139)/VI	e	i		V7(139)/VI		V		7	139	VI			Mm7	1	1	-3, 1, -2, -5	0, -1	-3	-3
25	25	96	2.0	0	0	2/2	2	1		V7(9)/V	e	i		V7(9)/V		V		7	9	V			Mm7	1	1	2, 6, 3, 0	4	2	2
25	25	98	2.0	1/2	1/2	2/2	2	1		V7(9)/bV	e	i		V7(9)/bV		V		7	9	bV			Mm7	1	1	-5, -1, -4, -7	-3	-5	-5
26	26	100	1.5	0	0	2/2	2	1		V7/VI	e	i		V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
26	26	203/2	1.0	3/8	3/8	2/2	2	1		V7/#VI	e	i		V7/#VI		V		7		#VI			Mm7	1	1	4, 8, 5, 2		4	4
26	26	205/2	1.5	5/8	5/8	2/2	2	1		V7/bV|HC}	e	i		V7/bV		V		7		bV	HC	}	Mm7	1	1	-5, -1, -4, -7		-5	-5
27	27	104	2.0	0	0	2/2	2	1		I(b106){	e	i		I(b106)		I			b106			{	M	1	1	0, 4, -4	-3	0	0
27	27	106	2.0	1/2	1/2	2/2	2	1		V43/#VI	e	i		V43/#VI		V		43		#VI			Mm7	1	1	5, 2, 4, 8		4	5
28	28	108	2.0	0	0	2/2	2	1		V7(139)/ii	e	i		V7(139)/ii		V		7	139	ii			Mm7	1	1	3, 7, 4, 1	-1, -2	3	3
28	28	110	2.0	1/2	1/2	2/2	2	1		V7(b13)/bII	e	i		V7(b13)/bII		V		7	b13	bII			Mm7	1	1	-4, 0, -3, -6	-8	-4	-4
29	29	112	2.0	0	0	2/2	2	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
29	29	114	2.0	1/2	1/2	2/2	2	1		V7/bI	e	i		V7/bI		V		7		bI			Mm7	1	1	-6, -2, -5, -8		-6	-6
30	30	116	2.0	0	0	2/2	2	1		I(13)/bI	e	i		I(13)/bI		I			13	bI			M	1	1	-7, -3, -6	-4	-7	-7
30	30	118	2.0	1/2	1/2	2/2	2	1		V7/V	e	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
31	31	120	1.0	0	0	2/2	2	1		V7(b13b9)	e	i		V7(b13b9)		V		7	b13b9				Mm7	1	1	1, 5, 2, -1	-10, -11	1	1
31	31	121	0.5	1/4	1/4	2/2	2	1		V7(139)/#VI	e	i		V7(139)/#VI		V		7	139	#VI			Mm7	1	1	4, 8, 5, 2	7, 6	4	4
31	31	243/2	1.5	3/8	3/8	2/2	2	1		V7(9)/V/VI	e	i		V7(9)/V/VI		V		7	9	V/VI			Mm7	1	1	-2, 2, -1, -4	0	-2	-2
31	31	123	1.0	3/4	3/4	2/2	2	1		V7(139)/VI	e	i		V7(139)/VI		V		7	139	VI			Mm7	1	1	-3, 1, -2, -5	0, -1	-3	-3
32	32	124	1.0	0	0	2/2	2	1		V7(b1096)	e	i		V7(b1096)		V		7	b1096				Mm7	1	1	1, 5, -3, -1	-2, -4	1	1
32	32	125	0.5	1/4	1/4	2/2	2	1		V7(139)/#VI	e	i		V7(139)/#VI		V		7	139	#VI			Mm7	1	1	4, 8, 5, 2	7, 6	4	4
32	32	251/2	1.5	3/8	3/8	2/2	2	1		V7(9)/V/VI	e	i		V7(9)/V/VI		V		7	9	V/VI			Mm7	1	1	-2, 2, -1, -4	0	-2	-2
32	32	127	1.0	3/4	3/4	2/2	2	1		V7(139)/VI	e	i		V7(139)/VI		V		7	139	VI			Mm7	1	1	-3, 1, -2, -5	0, -1	-3	-3
33	33	128	1.5	0	0	2/2	2	1		V7(9)/V/III	e	i		V7(9)/V/III		V		7	9	V/III			Mm7	1	1	-1, 3, 0, -3	1	-1	-1
33	33	259/2	0.5	3/8	3/8	2/2	2	1		V7/IV	e	i		V7/IV		V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
33	33	130	0.5	1/2	1/2	2/2	2	1		V7(9)/bI	e	i		V7(9)/bI		V		7	9	bI			Mm7	1	1	-6, -2, -5, -8	-4	-6	-6
33	33	261/2	0.5	5/8	5/8	2/2	2	1		V(4)	e	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
33	33	131	1.0	3/4	3/4	2/2	2	1		V7(b9)/bII	e	i		V7(b9)/bII		V		7	b9	bII			Mm7	1	1	-4, 0, -3, -6	-9	-4	-4
34	34	132	4.0	0	0	2/2	2	1		V7(13b10)/ii	e	i		V7(13b10)/ii		V		7	13b10	ii			Mm7	1	1	3, 7, 4, 1	-1, 0	3	3
35	35	136	2.0	0	0	2/2	2	1		I64(b106)}{	e	i		I64(b106)		I		64	b106			}{	M	1	1	-4, 0, 4	-3	0	-4
35	35	138	2.0	1/2	1/2	2/2	2	1		V43/#VI	e	i		V43/#VI		V		43		#VI			Mm7	1	1	5, 2, 4, 8		4	5
36	36	140	2.0	0	0	2/2	2	1		V7(139)/ii	e	i		V7(139)/ii		V		7	139	ii			Mm7	1	1	3, 7, 4, 1	-1, -2	3	3
36	36	142	2.0	1/2	1/2	2/2	2	1		V7(b13)/bII	e	i		V7(b13)/bII		V		7	b13	bII			Mm7	1	1	-4, 0, -3, -6	-8	-4	-4
37	37	144	2.0	0	0	2/2	2	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	37	146	2.0	1/2	1/2	2/2	2	1		V7/bI	e	i		V7/bI		V		7		bI			Mm7	1	1	-6, -2, -5, -8		-6	-6
38	38			0	0	2/2	2	1	1	V7(4)/VII	e	i		V7(4)/VII		V		7	4	VII			Mm7	1	1	-1, -2, 0, -3		-1	-1
38	38			1/2	1/2	2/2	2	1	1	V7(9)/#vi|HC}	e	i		V7(9)/#vi		V		7	9	#vi	HC	}	Mm7	1	1	4, 8, 5, 2	-1	4	4
39	38	148	2.0	0	0	2/2	2	1	2	V7(4)/VII	e	i		V7(4)/VII		V		7	4	VII			Mm7	1	1	-1, -2, 0, -3		-1	-1
39	38	150	1.0	1/2	1/2	2/2	2	2	2	Fr43/V	e	i		Fr43/V	Fr	V		43	b5	V/V			Fr	1	1	-3, 1, 3, 7		3	-3
39	38	151	1.0	3/4	3/4	2/2	2	1	2	V65/ii	e	i		V65/ii		V		65		ii			Mm7	1	1	7, 4, 1, 3		3	7
40	39	152	4.0	0	0	2/2	2	2		V7(13#11b9)/vi}	e	i		V7(13#11b9)/vi		V		7	13#11b9	vi		}	Mm7	1	1	-3, 1, -2, -5	-7, 3, -15	-3	-3
