mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
13	13	0	0	2/2	2	1		V7/bVI	E	I		V7/bVI		V		7		bVI			Mm7	0	0	-3, 1, -2, -5		-3	-3
13	13	1/2	1/2	2/2	2	1		V7(96)/bII	E	I		V7(96)/bII		V		7	96	bII			Mm7	0	0	-4, 0, -1, -6	-2	-4	-4
14	14	0	0	2/2	2	1		bIIM7(4)	E	I		bIIM7(4)		bII	M	7	4				MM7	0	0	-5, 1, -4, 0		-5	-5
14	14	1/4	1/4	2/2	2	1		bVIIM65	E	I		bVIIM65		bVII	M	65					MM7	0	0	2, -1, 3, -2		-2	2
14	14	1/2	1/2	2/2	2	1		ii65/bVI	E	I		ii65/bVI		ii		65		bVI			mm7	0	0	-5, -1, -4, -2		-2	-5
15	15	0	0	2/2	2	1		V7/bVI	E	I		V7/bVI		V		7		bVI			Mm7	0	0	-3, 1, -2, -5		-3	-3
15	15	1/2	1/2	2/2	2	1		V7(96)/bII	E	I		V7(96)/bII		V		7	96	bII			Mm7	0	0	-4, 0, -1, -6	-2	-4	-4
16	16	0	0	2/2	2	1		ii7(b64)/bVI	E	I		ii7(b64)/bVI		ii		7	b64	bVI			mm7	0	0	-2, -3, -6, -4		-2	-2
16	16	1/4	1/4	2/2	2	1		iiM7	E	I		iiM7		ii	M	7					mM7	0	0	2, -1, 3, 7		2	2
16	16	1/2	1/2	2/2	2	1		V7/bI	E	I		V7/bI		V		7		bI			Mm7	0	0	-6, -2, -5, -8		-6	-6
17	17	0	0	2/2	2	1		V65(96)/bI	E	I		V65(96)/bI		V		65	96	bI			Mm7	0	0	-2, -3, -8, -6	-4	-6	-2
17	17	5/8	5/8	2/2	2	1		bVI64(b9)	E	I		bVI64(b9)		bVI		64	b9				M	0	0	-3, -4, 0	-2	-4	-3
18	18	0	0	2/2	2	1		V42(96)/bI	E	I		V42(96)/bI		V		42	96	bI			Mm7	0	0				
18	18	3/8	3/8	2/2	2	1		bVI64(b9)	E	I		bVI64(b9)		bVI		64	b9				M	0	0	-3, -4, 0	-2	-4	-3
18	18	3/4	3/4	2/2	2	1		V42(96)/bI	E	I		V42(96)/bI		V		42	96	bI			Mm7	0	0				
19	19	1/8	1/8	2/2	2	1		bVI64(b9)	E	I		bVI64(b9)		bVI		64	b9				M	0	0	-3, -4, 0	-2	-4	-3
19	19	1/2	1/2	2/2	2	1		V42(96)/bI	E	I		V42(96)/bI		V		42	96	bI			Mm7	0	0				
19	19	7/8	7/8	2/2	2	1		bVI64(b9)	E	I		bVI64(b9)		bVI		64	b9				M	0	0	-3, -4, 0	-2	-4	-3
20	20	1/4	1/4	2/2	2	1		V42(96)/bI	E	I		V42(96)/bI		V		42	96	bI			Mm7	0	0				
20	20	5/8	5/8	2/2	2	1		V/bI|HC}	E	I		V/bI		V				bI	HC	}	M	0	0	-6, -2, -5		-6	-6
21	21	0	0	2/2	2	1		V7/vi{	E	I		V7/vi		V		7		vi		{	Mm7	0	0	4, 8, 5, 2		4	4
21	21	1/2	1/2	2/2	2	1		V7(9)/bVI	E	I		V7(9)/bVI		V		7	9	bVI			Mm7	0	0	-3, 1, -2, -5	-1	-3	-3
22	22	0	0	2/2	2	1		V7(b10b6)/V	E	I		V7(b10b6)/V		V		7	b10b6	V			Mm7	0	0	2, 6, -2, 0	-1	2	2
22	22	1/4	1/4	2/2	2	1		V7(6)/bV	E	I		V7(6)/bV		V		7	6	bV			Mm7	0	0	-5, -1, -2, -7		-5	-5
23	23	0	0	2/2	2	1		V43/bVII	E	I		V43/bVII		V		43		bVII			Mm7	0	0	0, -3, -1, 3		-1	0
23	23	7/8	7/8	2/2	2	1		V+7/vi	E	I		V+7/vi		V	+	7		vi			+7	0	0	4, 8, 12, 2		4	4
25	25	1/4	1/4	2/2	2	1		V7(9)/bVI	E	I		V7(9)/bVI		V		7	9	bVI			Mm7	0	0	-3, 1, -2, -5	-1	-3	-3
25	25	1/2	1/2	2/2	2	1		V7(b10b6)	E	I		V7(b10b6)		V		7	b10b6				Mm7	0	0	1, 5, -3, -1	-2	1	1
25	25	3/4	3/4	2/2	2	1		V7(6)	E	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
26	26	0	0	2/2	2	1		V7(b10b6)	E	I		V7(b10b6)		V		7	b10b6				Mm7	0	0	1, 5, -3, -1	-2	1	1
26	26	1/4	1/4	2/2	2	1		V7(6)/bV	E	I		V7(6)/bV		V		7	6	bV			Mm7	0	0	-5, -1, -2, -7		-5	-5
26	26	1/2	1/2	2/2	2	1		V7/IV	E	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
26	26	3/4	3/4	2/2	2	1		V7(#11)/bIV	E	I		V7(#11)/bIV		V		7	#11	bIV			Mm7	0	0	-7, -3, -6, -9	-1	-7	-7
27	27	0	0	2/2	2	1		V7/bIII	E	I		V7/bIII		V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2
27	27	1/2	1/2	2/2	2	1		V7(9)/vi	E	I		V7(9)/vi		V		7	9	vi			Mm7	0	0	4, 8, 5, 2	-1	4	4
27	27	3/4	3/4	2/2	2	1		V7(96)/bVI	E	I		V7(96)/bVI		V		7	96	bVI			Mm7	0	0	-3, 1, 0, -5	-1	-3	-3
28	28	0	0	2/2	2	1		V7(96)/V|HC	E	I		V7(96)/V		V		7	96	V	HC		Mm7	0	0	2, 6, 5, 0	4	2	2
28	28	1/2	1/2	2/2	2	1		ii43/bIV	E	I		ii43/bIV		ii		43		bIV			mm7	0	0	-5, -8, -6, -9		-6	-5
28	28	7/8	7/8	2/2	2	1		ii43	E	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
29	29	1/4	1/4	2/2	2	1		bI64	E	I		bI64		bI		64					M	0	0	-6, -7, -3		-7	-6
29	29	5/8	5/8	2/2	2	1		bII7(^#4)}	E	I		bII7(^#4)		bII		7	^#4			}	Mm7	0	0	-5, -1, 8, -7		-5	-5
30	30	0	0	2/2	2	1		I(13#11){	E	I		I(13#11)		I			13#11			{	M	0	0	0, 4, 1	3, 6	0	0
32	32	0	0	2/2	2	1		i65	E	I		i65		i		65					mm7	0	0	-3, 1, -2, 0		0	-3
32	32	1/4	1/4	2/2	2	1		V+(9)/bV	E	I		V+(9)/bV		V	+		9	bV			+	0	0	-5, -1, 3	-3	-5	-5
32	32	1/2	1/2	2/2	2	1		IM7(+13)/bV	E	I		IM7(+13)/bV		I	M	7	+13	bV			MM7	0	0	-6, -2, -5, -1	-3	-6	-6
34	34	1/2	1/2	2/2	2	1		i7(+13)/bV	E	I		i7(+13)/bV		i		7	+13	bV			mm7	0	0	-6, -9, -5, -8	-3	-6	-6
35	35	0	0	2/2	2	1		V7(6)/bVI	E	I		V7(6)/bVI		V		7	6	bVI			Mm7	0	0	-3, 1, 0, -5		-3	-3
35	35	3/8	3/8	2/2	2	1		ii7(6)/VI	E	I		ii7(6)/VI		ii		7	6	VI			mm7	0	0	5, 2, 8, 3		5	5
35	35	3/4	3/4	2/2	2	1		V7(6)/bII	E	I		V7(6)/bII		V		7	6	bII			Mm7	0	0	-4, 0, -1, -6		-4	-4
36	36	1/8	1/8	2/2	2	1		bii6(9)	E	I		bii6(9)		bii		6	9				m	0	0	-8, -4, -5	4	-5	-8
36	36	1/2	1/2	2/2	2	1		V7(96)/bV|HC}	E	I		V7(96)/bV		V		7	96	bV	HC	}	Mm7	0	0	-5, -1, -2, -7	-3	-5	-5
37	37	0	0	2/2	2	1		I(13#11){	E	I		I(13#11)		I			13#11			{	M	0	0	0, 4, 1	3, 6	0	0
39	39	0	0	2/2	2	1		i65	E	I		i65		i		65					mm7	0	0	-3, 1, -2, 0		0	-3
39	39	1/4	1/4	2/2	2	1		V+(9)/bV	E	I		V+(9)/bV		V	+		9	bV			+	0	0	-5, -1, 3	-3	-5	-5
39	39	1/2	1/2	2/2	2	1		IM7(+13)/bV	E	I		IM7(+13)/bV		I	M	7	+13	bV			MM7	0	0	-6, -2, -5, -1	-3	-6	-6
40	40	1/2	1/2	2/2	2	1		i7(+13)/bV	E	I		i7(+13)/bV		i		7	+13	bV			mm7	0	0	-6, -9, -5, -8	-3	-6	-6
41	41	0	0	2/2	2	1		V7(b9b10)	E	I		V7(b9b10)		V		7	b9b10				Mm7	0	0	1, 5, 2, -1	-4, -2	1	1
41	41	3/4	3/4	2/2	2	1		V7(9#11)	E	I		V7(9#11)		V		7	9#11				Mm7	0	0	1, 5, 2, -1	3, 7	1	1
42	42	0	0	2/2	2	1		V7(+b13)	E	I		V7(+b13)		V		7	+b13				Mm7	0	0	1, 5, 2, -1	-3	1	1
42	42	1/4	1/4	2/2	2	1		V7/V/bVII	E	I		V7/V/bVII		V		7		V/bVII			Mm7	0	0	0, 4, 1, -2		0	0
42	42	1/2	1/2	2/2	2	1		V6/bVII	E	I		V6/bVII		V		6		bVII			M	0	0	3, 0, -1		-1	3
42	42	3/4	3/4	2/2	2	1		V7(b10)/vi	E	I		V7(b10)/vi		V		7	b10	vi			Mm7	0	0	4, 8, 5, 2	1	4	4
43	43	0	0	2/2	2	1		V7/bVI	E	I		V7/bVI		V		7		bVI			Mm7	0	0	-3, 1, -2, -5		-3	-3
43	43	1/4	1/4	2/2	2	1		V7(b10)/V	E	I		V7(b10)/V		V		7	b10	V			Mm7	0	0	2, 6, 3, 0	-1	2	2
44	44	0	0	2/2	2	1		V7(b10)/vi	E	I		V7(b10)/vi		V		7	b10	vi			Mm7	0	0	4, 8, 5, 2	1	4	4
44	44	1/4	1/4	2/2	2	1		V7(6)/bVI	E	I		V7(6)/bVI		V		7	6	bVI			Mm7	0	0	-3, 1, 0, -5		-3	-3
44	44	1/2	1/2	2/2	2	1		V7(b10)/vi	E	I		V7(b10)/vi		V		7	b10	vi			Mm7	0	0	4, 8, 5, 2	1	4	4
45	45	0	0	2/2	2	1		V7(6)/bVI	E	I		V7(6)/bVI		V		7	6	bVI			Mm7	0	0	-3, 1, 0, -5		-3	-3
45	45	1/4	1/4	2/2	2	1		V7(b10)/vi	E	I		V7(b10)/vi		V		7	b10	vi			Mm7	0	0	4, 8, 5, 2	1	4	4
45	45	1/2	1/2	2/2	2	1		V7(6)/bVI	E	I		V7(6)/bVI		V		7	6	bVI			Mm7	0	0	-3, 1, 0, -5		-3	-3
46	46	1/4	1/4	2/2	2	1		I|PAC}	E	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
