mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
8	8	1/4	1/4	2/2	2	1	ii%7/iv					e	i		ii%7/iv		ii	%	7		iv			%7	1	1	5, 2, -1, 3		5	5	5	5	0.5	0.5	0.5	0.5
8	8	1/2	1/2	2/2	2	1	ii%65/bII					e	i		ii%65/bII		ii	%	65		bII			%7	1	1	-2, -5, -1, 1		1	-2	3	4	0.42857142857142855	0.1875	0.4375	0.3
8	8	3/4	3/4	2/2	2	1	V7(b10)/V/III					e	i		V7(b10)/V/III		V		7	b10	V/III			Mm7	1	1	3, 7, 4, 1	0	3	3	2	7	0.2222222222222222	0.1875	0.6875	0.21428571428571427
9	9	0	0	2/2	2	1	V65/III					e	i		V65/III		V		65		III			Mm7	1	1	6, 3, 0, 2		2	6	0	4	0.0	0.0	0.375	0.0
9	9	1/8	1/8	2/2	2	1	ii%7(11)/iv					e	i		ii%7(11)/iv		ii	%	7	11	iv			%7	1	1	5, 2, -1, 3	4	5	5	2	6	0.25	0.125	0.625	0.16666666666666666
9	9	3/8	3/8	2/2	2	1	ii%7/VII					e	i		ii%7/VII		ii	%	7		VII			%7	1	1	4, 1, -2, 2		4	4	0	4	0.0	0.0	0.375	0.0
9	9	1/2	1/2	2/2	2	1	V7(b10b9)/V|HC}					e	i		V7(b10b9)/V		V		7	b10b9	V	HC	}	Mm7	1	1	6, 10, 7, 4	3, 1	6	6	4	10	0.2857142857142857	0.25	0.875	0.2222222222222222
10	10	0	0	2/2	2	1	i7(b11#13){					e	i		i7(b11#13)		i		7	b11#13			{	mm7	1	1	4, 1, 5, 2	-4, 7	4	4	2	10	0.16666666666666666	0.5	2.5	0.16666666666666666
11	11	0	0	2/2	2	1	i7(b11b12#13)					e	i		i7(b11b12#13)		i		7	b11b12#13				mm7	1	1	4, 1, 5, 2	-4, -2, 7	4	4	5	19	0.20833333333333334	0.625	4.375	0.125
12	12	0	0	2/2	2	1	vi7(+b64b2)					e	i		vi7(+b64b2)		vi		7	+b64b2				mm7	1	1	-5, 6, 1, -2	-4	0	-5	16	14	0.5333333333333333	2.4166666666666665	2.9166666666666665	0.453125
13	13	0	0	2/2	2	1	i7(b11b12#13)					e	i		i7(b11b12#13)		i		7	b11b12#13				mm7	1	1	4, 1, 5, 2	-4, -2, 7	4	4	7	17	0.2916666666666667	1.3125	3.1041666666666665	0.29716981132075476
14	14	0	0	2/2	2	1	vi7(+b64b2)					e	i		vi7(+b64b2)		vi		7	+b64b2				mm7	1	1	-5, 6, 1, -2	-4	0	-5	11	10	0.5238095238095238	2.3958333333333335	2.3541666666666665	0.5043859649122807
15	15	0	0	2/2	2	1	VIM7(9)					e	i		VIM7(9)		VI	M	7	9				MM7	1	1	0, 4, 1, 5	2	0	0	0	6	0.0	0.0	1.25	0.0
15	15	1/4	1/4	2/2	2	1	VM7(9)					e	i		VM7(9)		V	M	7	9				MM7	1	1	5, 9, 6, 10	0	5	5	3	3	0.5	0.5625	0.6875	0.45
15	15	1/2	1/2	2/2	2	1	v(b9b12)					e	i		v(b9b12)		v			b9b12				m	1	1	5, 2, 6	-7, -1	5	5	3	4	0.42857142857142855	0.4166666666666667	0.6666666666666666	0.38461538461538464
15	15	3/4	3/4	2/2	2	1	i43					e	i		i43		i		43					mm7	1	1	5, 2, 4, 1		4	5	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
16	16	0	0	2/2	2	1	V7(b10)/IV					e	i		V7(b10)/IV		V		7	b10	IV			Mm7	1	1	4, 8, 5, 2	1	4	4	5	10	0.3333333333333333	0.375	2.0416666666666665	0.15517241379310345
16	16	1/2	1/2	2/2	2	1	V7(#9)/ii					e	i		V7(#9)/ii		V		7	#9	ii			Mm7	1	1	7, 11, 8, 5	9	7	7	5	9	0.35714285714285715	0.4166666666666667	1.9166666666666667	0.17857142857142858
17	17	0	0	2/2	2	1	V7(b10)/iv					e	i		V7(b10)/iv		V		7	b10	iv			Mm7	1	1	4, 8, 5, 2	1	4	4	2	7	0.2222222222222222	0.125	0.75	0.14285714285714285
17	17	1/4	1/4	2/2	2	1	ii%7/iv					e	i		ii%7/iv		ii	%	7		iv			%7	1	1	5, 2, -1, 3		5	5	5	5	0.5	0.5	0.5	0.5
17	17	1/2	1/2	2/2	2	1	ii%65/bII					e	i		ii%65/bII		ii	%	65		bII			%7	1	1	-2, -5, -1, 1		1	-2	3	4	0.42857142857142855	0.1875	0.4375	0.3
17	17	3/4	3/4	2/2	2	1	vi7(+#7#54)					e	i		vi7(+#7#54)		vi		7	+#7#54				mm7	1	1	0, 6, 8, -2	5	0	0	5	5	0.5	0.5	0.5	0.5
18	18	0	0	2/2	2	1	V65/III					e	i		V65/III		V		65		III			Mm7	1	1	6, 3, 0, 2		2	6	1	3	0.25	0.125	0.25	0.3333333333333333
18	18	1/8	1/8	2/2	2	1	ii%7(11)/iv					e	i		ii%7(11)/iv		ii	%	7	11	iv			%7	1	1	5, 2, -1, 3	4	5	5	3	5	0.375	0.25	0.5	0.3333333333333333
18	18	3/8	3/8	2/2	2	1	ii%7/VII					e	i		ii%7/VII		ii	%	7		VII			%7	1	1	4, 1, -2, 2		4	4	0	4	0.0	0.0	0.375	0.0
18	18	1/2	1/2	2/2	2	1	V7(b10b9)/V|HC}					e	i		V7(b10b9)/V		V		7	b10b9	V	HC	}	Mm7	1	1	6, 10, 7, 4	3, 1	6	6	7	11	0.3888888888888889	0.4375	1.125	0.28
19	19	0	0	2/2	2	1	IM7(+#6^b3^2){					e	i		IM7(+#6^b3^2)		I	M	7	+#6^b3^2			{	MM7	1	1	4, 6, 5, 9	7	4	4	8	10	0.4444444444444444	1.25	1.875	0.4
19	19	1/2	1/2	2/2	2	1	bIV7(+2)					e	i		bIV7(+2)		bIV		7	+2				Mm7	1	1	-4, 0, -3, -6	5	-4	-4	3	13	0.1875	0.375	2.875	0.11538461538461539
20	20	0	0	2/2	2	1	V7(+62)/bIII					e	i		V7(+62)/bIII		V		7	+62	bIII			Mm7	1	1	-3, -1, -4, -7	-2	-5	-3	1	12	0.07692307692307693	0.25	2.25	0.1
20	20	1/2	1/2	2/2	2	1	V7(b13)/bII					e	i		V7(b13)/bII		V		7	b13	bII			Mm7	1	1	0, 4, 1, -2	-4	0	0	5	10	0.3333333333333333	0.625	2.0	0.23809523809523808
21	21	0	0	2/2	2	1	V7					e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5	5	2	10	0.16666666666666666	0.25	2.0	0.1111111111111111
21	21	1/2	1/2	2/2	2	1	V7/bI					e	i		V7/bI		V		7		bI			Mm7	1	1	-2, 2, -1, -4		-2	-2	9	8	0.5294117647058824	1.125	1.75	0.391304347826087
22	22	0	0	2/2	2	1	I(13)/bI					e	i		I(13)/bI		I			13	bI			M	1	1	-3, 1, -2	0	-3	-3	7	8	0.4666666666666667	1.25	1.75	0.4166666666666667
22	22	1/2	1/2	2/2	2	1	V7(13)					e	i		V7(13)		V		7	13				Mm7	1	1	5, 9, 6, 3	1	5	5	6	5	0.5454545454545454	0.875	1.125	0.4375
23	23	0	0	2/2	2	1	I(139)/bV					e	i		I(139)/bV		I			139	bV			M	1	1	-2, 2, -1	1, 0	-2	-2	2	9	0.18181818181818182	0.375	2.0	0.15789473684210525
23	23	1/2	1/2	2/2	2	1	V7/V/III					e	i		V7/V/III		V		7		V/III			Mm7	1	1	3, 7, 4, 1		3	3	3	9	0.25	0.375	1.75	0.17647058823529413
24	24	0	0	2/2	2	1	V/bV/III					e	i		V/bV/III		V				bV/III			M	1	1	-4, 0, -3		-4	-4	4	3	0.5714285714285714	0.5	0.75	0.4
24	24	1/4	1/4	2/2	2	1	V7(139)/VI					e	i		V7(139)/VI		V		7	139	VI			Mm7	1	1	1, 5, 2, -1	4, 3	1	1	3	14	0.17647058823529413	0.5	2.75	0.15384615384615385
25	25	0	0	2/2	2	1	V7(9)/V					e	i		V7(9)/V		V		7	9	V			Mm7	1	1	6, 10, 7, 4	8	6	6	3	9	0.25	0.375	1.875	0.16666666666666666
25	25	1/2	1/2	2/2	2	1	V7(9)/bV					e	i		V7(9)/bV		V		7	9	bV			Mm7	1	1	-1, 3, 0, -3	1	-1	-1	4	8	0.3333333333333333	0.5	1.75	0.2222222222222222
26	26	0	0	2/2	2	1	V7/VI					e	i		V7/VI		V		7		VI			Mm7	1	1	1, 5, 2, -1		1	1	3	6	0.3333333333333333	0.375	1.0	0.2727272727272727
26	26	3/8	3/8	2/2	2	1	bIV7					e	i		bIV7		bIV		7					Mm7	1	1	-4, 0, -3, -6		-4	-4	0	4	0.0	0.0	0.75	0.0
26	26	5/8	5/8	2/2	2	1	V7/bV|HC}					e	i		V7/bV		V		7		bV	HC	}	Mm7	1	1	-1, 3, 0, -3		-1	-1	2	3	0.4	0.25	0.875	0.2222222222222222
27	27	0	0	2/2	2	1	IM7(+#6^b3^2){					e	i		IM7(+#6^b3^2)		I	M	7	+#6^b3^2			{	MM7	1	1	4, 6, 5, 9	7	4	4	8	10	0.4444444444444444	1.25	1.875	0.4
27	27	1/2	1/2	2/2	2	1	bIV7(+2)					e	i		bIV7(+2)		bIV		7	+2				Mm7	1	1	-4, 0, -3, -6	5	-4	-4	5	11	0.3125	0.875	2.375	0.2692307692307692
28	28	0	0	2/2	2	1	V7(+62)/bIII					e	i		V7(+62)/bIII		V		7	+62	bIII			Mm7	1	1	-3, -1, -4, -7	-2	-5	-3	1	12	0.07692307692307693	0.25	2.25	0.1
28	28	1/2	1/2	2/2	2	1	V7(b13)/bII					e	i		V7(b13)/bII		V		7	b13	bII			Mm7	1	1	0, 4, 1, -2	-4	0	0	5	10	0.3333333333333333	0.625	2.0	0.23809523809523808
29	29	0	0	2/2	2	1	V7					e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5	5	2	10	0.16666666666666666	0.25	2.0	0.1111111111111111
29	29	1/2	1/2	2/2	2	1	V7/bI					e	i		V7/bI		V		7		bI			Mm7	1	1	-2, 2, -1, -4		-2	-2	9	8	0.5294117647058824	1.125	1.75	0.391304347826087
30	30	0	0	2/2	2	1	I(13)/bI					e	i		I(13)/bI		I			13	bI			M	1	1	-3, 1, -2	0	-3	-3	7	8	0.4666666666666667	1.75	1.75	0.5
30	30	1/2	1/2	2/2	2	1	V7/bVI					e	i		V7/bVI		V		7		bVI			Mm7	1	1	-6, -2, -5, -8		-6	-6	6	8	0.42857142857142855	0.75	1.75	0.3
31	31	0	0	2/2	2	1	V7(b13b9)					e	i		V7(b13b9)		V		7	b13b9				Mm7	1	1	5, 9, 6, 3	-6, -7	5	5	7	5	0.5833333333333334	0.625	0.5625	0.5263157894736842
31	31	1/4	1/4	2/2	2	1	bIV7(+6^4^b2)					e	i		bIV7(+6^4^b2)		bIV		7	+6^4^b2				Mm7	1	1	-4, -2, 2, -6	6	-4	-4	2	3	0.4	0.1875	0.3125	0.375
31	31	3/8	3/8	2/2	2	1	V7(9)/V/VI					e	i		V7(9)/V/VI		V		7	9	V/VI			Mm7	1	1	2, 6, 3, 0	4	2	2	3	13	0.1875	0.5625	1.4375	0.28125
31	31	3/4	3/4	2/2	2	1	V7(139)/VI					e	i		V7(139)/VI		V		7	139	VI			Mm7	1	1	1, 5, 2, -1	4, 3	1	1	0	10	0.0	0.0	1.25	0.0
32	32	0	0	2/2	2	1	V7(b1096)					e	i		V7(b1096)		V		7	b1096				Mm7	1	1	5, 9, 1, 3	2, 0	5	5	2	10	0.16666666666666666	0.125	1.0625	0.10526315789473684
32	32	1/4	1/4	2/2	2	1	bIV7(+6^4^b2)					e	i		bIV7(+6^4^b2)		bIV		7	+6^4^b2				Mm7	1	1	-4, -2, 2, -6	6	-4	-4	2	3	0.4	0.1875	0.3125	0.375
32	32	3/8	3/8	2/2	2	1	V7(9)/V/VI					e	i		V7(9)/V/VI		V		7	9	V/VI			Mm7	1	1	2, 6, 3, 0	4	2	2	2	14	0.125	0.375	1.625	0.1875
32	32	3/4	3/4	2/2	2	1	V7(139)/VI					e	i		V7(139)/VI		V		7	139	VI			Mm7	1	1	1, 5, 2, -1	4, 3	1	1	5	6	0.45454545454545453	0.5625	0.8125	0.4090909090909091
33	33	0	0	2/2	2	1	V7(9)/V/III					e	i		V7(9)/V/III		V		7	9	V/III			Mm7	1	1	3, 7, 4, 1	5	3	3	9	11	0.45	0.9375	1.0	0.4838709677419355
33	33	3/8	3/8	2/2	2	1	V7/IV					e	i		V7/IV		V		7		IV			Mm7	1	1	4, 8, 5, 2		4	4	4	4	0.5	0.5	0.3125	0.6153846153846154
33	33	1/2	1/2	2/2	2	1	V7(9)/bI					e	i		V7(9)/bI		V		7	9	bI			Mm7	1	1	-2, 2, -1, -4	0	-2	-2	3	2	0.6	0.1875	0.25	0.42857142857142855
33	33	5/8	5/8	2/2	2	1	V(4)					e	i		V(4)		V			4				M	1	1	5, 4, 6		5	5	2	3	0.4	0.1875	0.25	0.42857142857142855
33	33	3/4	3/4	2/2	2	1	V7(b9)/bII					e	i		V7(b9)/bII		V		7	b9	bII			Mm7	1	1	0, 4, 1, -2	-5	0	0	5	9	0.35714285714285715	0.3125	0.875	0.2631578947368421
34	34	0	0	2/2	2	1	V7(13b10)/ii					e	i		V7(13b10)/ii		V		7	13b10	ii			Mm7	1	1	7, 11, 8, 5	3, 4	7	7	6	16	0.2727272727272727	0.375	1.1875	0.24
35	35	0	0	2/2	2	1	#VI%7(+9#4)}{					e	i		#VI%7(+9#4)		#VI	%	7	+9#4			}{	%7	1	1	7, 4, 13, 5	2	7	7	9	8	0.5294117647058824	1.375	1.5	0.4782608695652174
35	35	1/2	1/2	2/2	2	1	bIV7(+2)					e	i		bIV7(+2)		bIV		7	+2				Mm7	1	1	-4, 0, -3, -6	5	-4	-4	3	13	0.1875	0.375	2.5	0.13043478260869565
36	36	0	0	2/2	2	1	V7(+62)/bIII					e	i		V7(+62)/bIII		V		7	+62	bIII			Mm7	1	1	-3, -1, -4, -7	-2	-5	-3	9	9	0.5	1.25	1.875	0.4
36	36	1/2	1/2	2/2	2	1	V7(b13)/bII					e	i		V7(b13)/bII		V		7	b13	bII			Mm7	1	1	0, 4, 1, -2	-4	0	0	5	11	0.3125	0.625	2.25	0.21739130434782608
37	37	0	0	2/2	2	1	V7					e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5	5	8	9	0.47058823529411764	1.0	1.875	0.34782608695652173
37	37	1/2	1/2	2/2	2	1	V7/bI					e	i		V7/bI		V		7		bI			Mm7	1	1	-2, 2, -1, -4		-2	-2	5	9	0.35714285714285715	0.875	2.125	0.2916666666666667
38	38	0	0	2/2	2	1	V7(4)/VII				1	e	i		V7(4)/VII		V		7	4	VII			Mm7	1	1	3, 2, 4, 1		3	3	2	6	0.25	0.5	2.25	0.18181818181818182
38	38	1/2	1/2	2/2	2	1	V7(9)/#vi|HC}				1	e	i		V7(9)/#vi		V		7	9	#vi	HC	}	Mm7	1	1	8, 12, 9, 6	3	8	8	4	7	0.36363636363636365	0.5	1.875	0.21052631578947367
39	38	0	0	2/2	2	1	V7(4)/VII				2	e	i		V7(4)/VII		V		7	4	VII			Mm7	1	1	3, 2, 4, 1		3	3	5	11	0.3125	1.125	3.75	0.23076923076923078
39	38	3/4	3/4	2/2	2	1	V65/ii				2	e	i		V65/ii		V		65		ii			Mm7	1	1	11, 8, 5, 7		7	11						
39	38	1/2	1/2	2/2	2	2	Fr43/V				2	e	i		Fr43/V	Fr	V		43	b5	V/V			Fr	1	1	1, 5, 7, 11		7	1	5	6	0.45454545454545453	0.8125	1.1875	0.40625
40	39	0	0	2/2	2	2	V7(13#11b9)/vi}					e	i		V7(13#11b9)/vi		V		7	13#11b9	vi		}	Mm7	1	1	1, 5, 2, -1	-3, 7, -11	1	1	2	4	0.3333333333333333	1.75	4.0	0.30434782608695654
